sku,name,desc,rating,price,quantity,type,image
309374,2018 Cannondale Quick 20 Girl's,"Cut off a slice of fun with Cannondale's Quick 20. Built on a lightweight and durable C2 aluminum frame and fork, it boasts a 7-speed drivetrain to make hills a breeze. Powerful linear pull brakes deliver solid stopping power, while aluminum wheels spin easily, rolling on grippy tires to keep the rubber side down. Cannondale even spec'd an ergo saddle for all-day comfort and a kickstand for quick parking that keeps the bike safely upright.",0.0,359.9,13,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-quick-20-girls-309374-1.jpg
309370,2018 Cannondale Trail 20 Boy's,"Make sure your kid enjoys riding as much as you do by getting them started on Cannondale's Trail 20. An awesome, lightweight aluminum frame and plush SR Suntour suspension fork are the perfect chassis for this rugged machine. The strong 20-inch wheels with knobby tires grip everything from neighborhood streets to wooded trails, and seven crisp-shifting gears are controlled by a twist grip shifter for easy gear changes. Two hand brakes help kids stay in control, and details like the comfortable kid-sized saddle and included kickstand will make this bike their favorite mode of transportation.",0.0,359.9,18,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-20-boys-309370-1.jpg
309378,2018 Cannondale Trail 20 Girl's,"Cannondale's Trail 20 is the perfect bike to get kids outside and having fun riding paved sidewalks, bike paths, and more! A lightweight aluminum frame and strong 20-inch wheels are perfect for keeping up with friends in the neighborhood and the SR Suntour suspension fork smooths out whatever bumps they encounter. Seven hill-flattening gears are controlled by a twist grip shifter that's sized just right for smaller hands, and two hand brakes help them stay in control.",0.0,359.9,12,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-20-girls-309378-1.jpg
178976,2015 Cannondale Street 20 - Girl's,"Cannondale's Street 20 is the perfect bike for girls getting outside and having fun riding on paved sidewalks and bike paths. An awesome, lightweight aluminum frame and strong 20-inch wheels are perfect for kids trying to keep up around the neighborhood. Six hill-flattening gears are controlled by a twist grip shifter so kid's little hands never come off the bars, and two powerful brakes help them stay in control.",0.0,390.0,13,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-girls-20-inch-street-6-speed-178976-1.jpg
237904,2017 Cannondale Trail 20 - Boy's,"Make sure your kid enjoys riding as much as you do by getting them started on Cannondale's Trail 20. An awesome, lightweight aluminum frame and plush SR SunTour suspension fork are the perfect chassis for this rugged machine. The strong 20-inch wheels with Cannondale tires grip everything from neighborhood streets to wooded trails, and six crisp-shifting gears are controlled by a twist grip shifter for easy gear changes. Two hand brakes help kids stay in control, and a Cannondale seat, seatpost, and grips round out the package.",0.0,390.0,15,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-20-boys-copy-237904-1.jpg
237908,2017 Cannondale Trail 20 - Girl's,"Cannondale's Street 20 is the perfect bike to get girls outside and having fun riding paved sidewalks, bike paths, and more! An awesome, lightweight aluminum frame and strong 20-inch wheels are perfect for kids trying to keep up around the neighborhood. Six hill-flattening gears are controlled by a twist grip shifter so their little hands never come off the bars, and two hand brakes help them stay in control.",0.0,390.0,17,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-20-girls-copy-237908-1.jpg
237900,2017 Cannondale Street 24,"Get your young ripper out on the course with Cannondale's fast and fun Street 24. This awesome, lightweight aluminum frame is ready to explore local trails and bike paths with sturdy wheels, fast-rolling tires, and powerful disc brakes. Low standover height makes getting on and off a breeze, and a 21-speed Shimano drivetrain makes short work of hills and gives the bike plenty of get-up-and-go!",0.0,399.9,14,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-street-24-boys-copy-237900-11.jpg
309382,2018 Cannondale Cujo 20,"When it's time to step up to gears and handbrakes, the Cujo 20 will take your child to the next level. 20-inch wheels and a lightweight aluminum frame make riding fun, while a suspension fork and geared drivetrain let them tackle tougher terrain with you. A twist shifter and alloy brake levers are sized just right for small hands, too.",0.0,439.9,17,20-Inch (5-8 yr. old),http://thebicyclechain.com/images/library/large/cannondale-cujo-20-309382-1.jpg
309345,2018 Cannondale Foray 4,"Ignite your lifelong love of cycling. With a lightweight aluminum frame, sporty riding position and wide-range gearing, the Foray is ready for street or singletrack. 27.5-inch aluminum rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 21 smooth-shifting speeds to conquer flats and hills, and Jak-7 mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale supply an women-specific fit and ride. Don't be afraid to venture into foreign territory: the Foray 4 is game.",0.0,439.9,13,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-foray-4-309345-1.jpg
309354,2018 Cannondale Quick 8 Women's,"Get on a roll riding Cannondale's Quick 8 Women's. A lightweight aluminum step-through frame makes it simple to get on and off the bike while double-wall aluminum wheels and generous tires roll fast and comfortably. The wide-range 21-speed Shimano drivetrain makes hills fun to ride up and down, and Mini V brakes keep you safely in control. Cannondale's handlebars, grips, and saddle ensure your comfort for longer rides and more freedom!",4.0,439.9,17,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-quick-8-womens-309354-1.jpg
309372,2018 Cannondale Trail 24 Boy's,"Cannondale's Trail 24 is your young rider's ticket to adventure. An awesome, lightweight aluminum frame with an SR Suntour suspension fork and tough 24-inch wheels roll through neighborhood alleys and over wooded trails with ease. Eight crisp-shifting gears are controlled by a twist grip shifter for easy gear changes, and sure-stopping mechanical disc brakes help them stay in control. Comfortable kid-sized saddle and grips and an included kickstand are the details that will make the Trail 24 their favorite mode of transportation.",0.0,439.9,16,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-24-boys-309372-1.jpg
309380,2018 Cannondale Trail 24 Girl's,"Cannondale's Trail 24 is your young rider's ticket to adventure. An awesome, lightweight aluminum frame with a suspension fork and tough 24-inch wheels roll through neighborhood alleys and over wooded trails with ease. Eight crisp-shifting gears are controlled by a twist grip shifter for easy gear changes, and sure-stopping mechanical disc brakes help them stay in control. Comfortable kid-sized saddle and grips and an included kickstand are the details that will make the Trail 24 their favorite mode of transportation.",0.0,439.9,19,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-24-girls-309380-1.jpg
238774,2017 Cannondale Catalyst 4,"Incite a cycling reaction with help from Cannondale's Catalyst 4. A strong, lightweight butted aluminum frame creates precise handling and a nimble ride that eats up trails and bike lanes equally well. 27.5-inch aluminum Alex rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 21 smooth-shifting speeds to conquer flats and hills, and Jak-7 mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale are everyday reliable for your jump-start into cycling.",5.0,440.0,12,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-2-copy-238774-11.jpg
309283,2018 Cannondale Catalyst 4,"Satisfy your thirst for adventure. With its lightweight alloy frame, sporty riding position and wide-range gearing, Catalyst lets you confidently ride any trail. 27.5-inch aluminum rims roll quickly and smoothly with Innova tires. The Shimano drivetrain provides 21 smooth-shifting speeds to conquer flats and hills, and mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale are everyday reliable for your jump-start into cycling.",5.0,440.0,16,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-4-309283-11.jpg
238803,2017 Cannondale Foray 4,"The Foray 4 from Cannondale is a veritable adventure machine. A strong, lightweight, women's-specific aluminum frame creates precise handling and a nimble ride that eats up dirt and pavement equally well, while 27.5-inch aluminum Alex rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 21 smooth-shifting speeds to conquer flats and hills, and Jak-7 mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale supply an women-specific ride. Don't be afraid to venture into foreign territory: the Foray 4 is game.",0.0,440.0,18,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-foray-3-copy-238803-11.jpg
277958,2018 Cannondale Quick 8,"Ditch the car and hop onto the Cannondale Quick 8. With a nimble aluminum frame, fast 700c rims, and durable Duro tires, this beauty is just what you need to get some fresh air, zip through your commute to work, or add some pizzaz your usual exercise routine. Shimano provides the shifting, and Cannondale's Mini-V brakes have smooth, powerful stopping on tap.",0.0,440.0,13,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-8-277958-1.jpg
278016,2017 Cannondale Quick 8 Women's,"Bust out of your normal routine with the Cannondale Quick. A fitness enthusiast's friend, a commuter's companion, and an all-around great time on two wheels, the Quick is fast, fun, and downright practical. The aluminum frame is peppy, and the 700c aluminum rims will accelerate up to cruising speeds fast. Shimano provides smooth, fast shifting and Cannondale's Mini-V brakes modulate speed with ease.",4.0,440.0,10,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-8-278016-1.jpg
237898,2017 Cannondale Trail 24 - Boy's,"Kids are going to get dirty, and Cannondale's Trail 24 wants to be right there for all their adventures. An awesome, lightweight aluminum frame and tough 24-inch wheels roll through neighborhood alleys and over wooded trails with ease. Seven crisp-shifting gears are controlled by a twist-grip shifter for easy gear changes, and two hand brakes help them stay in control.",0.0,440.0,10,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-24-boys-copy-237898-11.jpg
237906,2017 Cannondale Trail 24 - Girl's,"Even girls are going to get muddy—and Cannondale's Trail 24 wants to be right there for all their adventures. An awesome, lightweight aluminum frame and tough 24-inch wheels roll through neighborhood alleys and over wooded trails with ease. Seven crisp-shifting gears are controlled by a twist grip shifter for easy gear changes, and two hand brakes help them stay in control.",0.0,440.0,18,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-24-girls-copy-237906-1.jpg
237906,2017 Cannondale Trail 24 - Girl's,"Even girls are going to get muddy—and Cannondale's Trail 24 wants to be right there for all their adventures. An awesome, lightweight aluminum frame and tough 24-inch wheels roll through neighborhood alleys and over wooded trails with ease. Seven crisp-shifting gears are controlled by a twist grip shifter for easy gear changes, and two hand brakes help them stay in control.",0.0,440.0,10,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-trail-24-girls-copy-237906-1.jpg
237899,2017 Cannondale Race 24,"Get your young ripper out on the course with Cannondale's fast Race 24. The lightweight aluminum frame sports cool moto styling; and with legit components, it's a bike both you and your child will love. With 21 speeds, dual hand brakes, and knobby tires, your little ripper has all the tools to follow you on trails and around the neighborhood.",0.0,449.9,14,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-race-24-boys-copy-237899-1.jpg
309059,2018 Cannondale Adventure 3,"Seek new sights and sounds on Cannondale's Adventure 3. With a lightweight aluminum frame, nimble aluminum rims, and a trusty Shimano parts package, the Adventure 3 is primed to be your favorite travel companion. Cannondale provides the handlebar, stem, and seatpost, ensuring optimal comfort and rider position.",5.0,499.9,14,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-3-277928-12.jpg
278004,2018 Cannondale Adventure Women's 3,"Take to the streets on your Adventure Women's 3. The aluminum, easy-entry frame is nimble and lightweight, while the sturdy aluminum rims carry you quickly up to cruising speeds. You'll love the comfy suspension fork and high-quality Shimano drivetrain and brakes. Complete with Cannondale handlebar, stem, and seatpost, the Adventure is ready to explore your town and bike paths.",0.0,499.9,11,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-3-278004-11.jpg
238773,2017 Cannondale Catalyst 3,"Incite a love of cycling with the Catalyst 3. A strong, lightweight butted aluminum frame creates precise handling and a nimble ride that eats up singletrack and bike paths equally well. 27.5-inch aluminum Alex rims are lightweight and handily take trail lumps and bumps thanks to knobby Innova tires. The Shimano drivetrain provides 24 smooth-shifting speeds to conquer flats and hills, while Promax hydraulic disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale give this bike the perfect learning curve for for fun times and good vibes.",0.0,499.9,19,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-1-copy-238773-11.jpg
309282,2018 Cannondale Catalyst 3,"Incite a love of cycling with the Catalyst 3. A strong, lightweight aluminum frame offers precise handling and a nimble ride that eats up singletrack and bike paths equally well. 27.5-inch aluminum rims handily take trail lumps and bumps thanks to knobby Innova tires. The Shimano drivetrain provides 24 smooth-shifting speeds to conquer flats and hills, while Tektro mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale give this bike the perfect learning curve for for fun times and good vibes.",0.0,499.9,14,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-3-309282-11.jpg
309383,2018 Cannondale Cujo 24,"The Cujo 24 is built take your growing child to the next level of mountain bike action. 24-inch wheels and a lightweight aluminum frame are proportioned for happy riding, while a suspension fork and geared drivetrain let them tackle tougher terrain with you. A twist shifter and disc brakes ensure easy shifting and confident stopping power, too.",0.0,499.9,15,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-cujo-24-309383-11.jpg
309344,2018 Cannondale Foray 3,"Ignite your lifelong love of cycling. With a lightweight aluminum frame, sporty riding position and wide-range gearing, the Foray is ready for street or singletrack. 27.5-inch aluminum rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 24 smooth-shifting speeds to conquer flats and hills, and Tektro mechanical disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale supply an optimal ride for women riders while ensuring every venture is fun.",0.0,499.9,16,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-foray-3-309344-1.jpg
277957,2018 Cannondale Quick 7,"The neighborhood and beyond are yours to explore with Cannondale's Quick 7. A commuter's best friend, and a free-giver of exercise and fitness, the Quick does just about everything you'd hope a nimble two-wheeled machine could. With 700c rims, you'll roll fast, and Cannondale Mini-V brakes stop you just as easily. Shimano covers the drivetrain, so you know you'll shift smoothly and easily. With a supportive saddle, and durable Cannondale handlebars, stem, and seatpost, you'll be prepared to cruise.",0.0,500.0,18,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-7-277957-11.jpg
309272,2018 Cannondale Quick 7 Women's,"This is when it all begins: When you decide to start your own fitness revolution, when you decide to work out, not in. When you trade in four walls for two wheels. And you become the one who’s taking you to new places. Your journey starts here, with the comfort, confidence and speed of the Cannondale's Quick 7. Start the cycle with lightweight aluminum rims, women's specific geometry, and trusty Shimano drivetrain components.",0.0,500.0,17,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-7-womens-278015-1.jpg
179025,2014 Cannondale Street 24 - Girl's,"Get junior out on the trails with Cannondale's fast and fun Street 24. An awesome frame with cool moto styling, lightweight aluminum construction, and stylish fenders, it's a bike worthy of your budding cyclist. Easy-to-use grip shifters get your young rider learning shifting fundamentals, and the 21-speed drivetrain will get them over each and every hill. This great-riding bicycle comes with powerful hand and coaster brakes, a pad set and chainguard, too.",0.0,530.0,13,24-Inch (7+ yr. old),http://thebicyclechain.com/images/library/large/cannondale-girls-24-inch-street-21-speed-179025-1.jpg
277956,2018 Cannondale Quick 6,"The bike path beckons: answer the commuting call with Cannondale's Quick 6. A nimble, fun aluminum go-getter, this bike features fast-rolling 700c wheels, a quality Shimano drivetrain, and supportive Cannondale components. With a fun, responsive ride, this bike is comfortable, and utterly utilitarian in its presentation. For the daily commuter, the eschewer of treadmills, or the avid bike path explorer, the Quick is nearly impossible to beat.",5.0,549.9,19,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-6-277956-1.jpg
212113,2016 Cannondale Althea 3 - Women's,"Go from the road, to dirt trails, and back again aboard Cannondale's versatile Althea 3. This awesome ride combines a lightweight, mountain bike-inspired frame with smooth-rolling, road bike-sized 700c wheels for a comfortable, efficient ride. An SR SunTour suspension fork smooths every ride, and the Shimano 24-speed drivetrain ensures that you have easy pedaling on every hill. A host of Cannondale parts—including brakes, handlebars, and a nice women's seat—keep you cruising in comfort.",0.0,575.0,18,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-althea-3-womens-copy-212113-1.jpg
238772,2017 Cannondale Catalyst 2,"Mountain biking has a learning curve, but you've got great head start in Cannondale's Catalyst 2. A strong, lightweight butted aluminum frame creates precise handling and a nimble ride that eats up singletrack and around town commutes equally well. 27.5-inch aluminum Alex rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 27 smooth-shifting speeds to conquer flats and hills, and Promax hydraulic disc brakes bring things to a stop right when you need them. On top of that, sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale are sure to lessen the curve of learning.",5.0,590.0,19,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-1-copy-238772-11.jpg
309281,2018 Cannondale Catalyst 2,"Satisfy your thirst for adventure. With its lightweight alloy frame, sporty riding position and wide-range gearing, Catalyst lets you confidently ride any trail. The strong aluminum frame offers precise handling and a nimble ride that eats up singletrack and moves around town equally well. 27.5-inch aluminum rims paired with Innova tires roll quickly and smoothly. The Shimano drivetrain provides 27 smooth-shifting speeds to conquer flats and hills, and Shimano hydraulic disc brakes bring things to a stop right when you need them. On top of that, sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale offer a comfortable riding position for exploring the world outside.",5.0,599.9,15,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-2-309281-11.jpg
238779,2017 Cannondale Foray 2,"Start a new cycling adventure with the Foray 2 from Cannondale. A lightweight, women's-specific, aluminum frame creates precise handling and a nimble ride that eats up singletrack and bike lanes equally well, while 27.5-inch aluminum Alex rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides 24 smooth-shifting speeds to conquer flats and hills, and Promax hydraulic disc brakes bring things to a stop right when you need them. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale make for a non-intimidating fun-machine that you'll love.",0.0,599.9,19,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-catalyst-2-copy-238779-1.jpg
309343,2018 Cannondale Foray 2,"Start a new cycling adventure with the Foray 2 from Cannondale. A lightweight, women's-specific, aluminum frame creates precise handling and a nimble ride that eats up singletrack and bike lanes equally well, while 27.5-inch aluminum sturdy aluminum rims roll quickly and smoothly atop Innova tires. The Shimano drivetrain provides a whopping 27 smooth-shifting speeds to conquer flats and hills, and Shimano hydraulic disc brakes bring things to a stop as quickly as you grab the lever. Sturdy-yet-lightweight handlebars, stem, and saddle from Cannondale make for a non-intimidating, incredibly fun machine that you'll love.",0.0,599.9,15,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-foray-2-309343-11.jpg
277917,2018 Cannondale Adventure 2,"Gear up for adventure on Cannondale's Adventure 2. The nimble aluminum frame and high quality Shimano groupset makes this the perfect choice for sidewalk explorers and bike path warriors everywhere. You'll love the sturdy aluminum rims and Kenda tires; plus, Cannondale's own handlebar, stem, and seatpost ensure optimal comfort.",5.0,600.0,13,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-2-277917-1.jpg
309267,2018 Cannondale Adventure Women's 2,"Find your own path on the Adventure Women's 2 from Cannondale. With a lightweight, easy-entry aluminum frame, you'll accelerate quickly and maintain excellent control. Shimano provides precise shifting and braking, and a suspension fork up front helps to smooth out any ""road turbulence"" you may encounter. Add in a Cannondale seat, seatpost, and adjustable stem, and you've got the perfect intrepid exploring companion.",0.0,600.0,13,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-womens-2-309267-1.png
278018,2017 Cannondale Althea 2,"An adventurous bike for adventurous spirits, the Althea 2 is a bike of all trades. From rugged urban commuting to dirt-road exploration, Althea is the perfect mix of sport and utility. Get out and cruise with 700c wheels, durable Kenda tires, and a trusty Shimano drivetrain.",0.0,600.0,10,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-althea-2-278018-1.jpg
237596,2016 Cannondale Quick 5,"In town or out of town, no matter where you ride you're going to love Cannondale's Quick 5! Its lightweight aluminum frame is fun and agile, sure to make every ride more fun whether it's a quick jaunt across town or some serious miles on the weekend. The fast-spinning aluminum wheels with tough Kenda tires provide city-street tough durability. Climbing hills just became fast and easy thanks to a smooth-shifting 24-speed Shimano drivetrain and a wide range triple crankset. And, rider comfort is always a guarantee when you're on a bike dressed up in Cannondale's own high-quality aluminum components and svelte, supportive saddle.",5.0,600.0,12,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-5-copy-237596-11.jpg
237607,2016 Cannondale Quick 5 - Women's,"Looking to get in shape, spend some quality time outdoors, or experience the thrill of riding a bicycle again? Then check out Cannondale's Women's Quick 5. Its light, efficient Cannondale aluminum frame effortlessly zips down the road, plus it offers plenty of comfort thanks to the flat handlebars, the upright riding position and Cannondale's SAVE stays that help smooth the ride. What's more, it boasts easy-rolling 700c wheels and a Shimano 24-speed drivetrain with all the right gears for the ups and down. The Quick 5 also sports powerful linear-pull brakes, lightweight Cannondale aluminum components and a plush seat.",5.0,600.0,18,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-5-womens-copy-237607-1.jpg
196321,2015 Cannondale Quick 5,"Looking to get in shape, spend some quality time outdoors, or experience the thrill of riding a bicycle again? Then check out Cannondale's Quick 5. Its light, efficient aluminum frame effortlessly zips down the road, plus it offers plenty of comfort thanks to the upright riding position and the curved rear stays that flex ever so slightly for a smooth ride. What's more, it boasts easy-rolling 700c wheels and a Shimano 24-speed drivetrain with all the right gears for the road's ups and downs. The Quick also sports powerful linear-pull brakes, lightweight Cannondale aluminum components, a plush seat and reliable Kenda tires.",5.0,630.0,17,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-quick-5-copy-196321-11.jpg
309353,2018 Cannondale Althea 3,"Althea is your ticket to enjoying the great outdoors! This smooth-riding bike combines the speed and efficiency of road cycling with a mountain bike's versatile character, creating a bike you'll love to ride no matter where you're headed. Road bike wheels paired to multi-surface tires roll fast on pavement and crushed gravel paths alike, and the 24-speed drivetrain and hydraulic disc brakes keep you moving with ample gearing and control. A Suntour suspension fork helps take the bite out of rough roads, too, so you can ride farther with more comfort.",0.0,649.9,13,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-althea-3-309353-1.png
